 saioa_id ;    eguna    ; ordutegia ; filma_id ; aretoa_id ; zinema_id 
1186; 2024-03-01;  11:45:05;2;11;1
1187; 2024-03-01;  16:15:05;3;12;2
1188; 2024-03-01;  12:00:05;4;13;3
1189; 2024-03-01;  14:30:05;5;14;4
1190; 2024-03-01;  17:00:05;6;15;5
1191; 2024-03-01;  11:15:05;7;16;1
1192; 2024-03-01;  13:45:05;8;17;2
1193; 2024-03-01;  16:30:05;9;18;3
1194; 2024-03-01;  12:15:05;10;19;4
1195; 2024-03-01;  14:45:05;11;20;5
1196; 2024-03-01;  17:00:05;12;21;1
1197; 2024-03-01;  11:00:05;13;22;2
1198; 2024-03-01;  13:30:05;14;23;3
1199; 2024-03-01;  16:15:05;15;24;4
1200; 2024-03-01;  12:00:05;16;25;5
1201; 2024-03-02;  13:00:06;1;1;1
1202; 2024-03-02;  15:30:06;2;2;2
1203; 2024-03-02;  18:00:06;3;3;3
1204; 2024-03-02;  13:30:06;4;4;4
1205; 2024-03-02;  16:00:06;5;5;5
1206; 2024-03-02;  19:00:06;6;6;1
1207; 2024-03-02;  14:00:06;7;7;2
1208; 2024-03-02;  17:30:06;8;8;3
1209; 2024-03-02;  20:00:06;9;9;4
1210; 2024-03-02;  12:45:06;10;10;5
1211; 2024-03-02;  15:15:06;11;11;1
1212; 2024-03-02;  17:45:06;12;12;2
1213; 2024-03-02;  11:30:06;13;13;3
1214; 2024-03-02;  14:00:06;14;14;4
1215; 2024-03-02;  16:30:06;15;15;5
1216; 2024-03-02;  10:00:06;16;16;1
1217; 2024-03-02;  12:15:06;1;17;2
1218; 2024-03-02;  15:00:06;2;18;3
1219; 2024-03-02;  13:45:06;3;19;4
1220; 2024-03-02;  16:00:06;4;20;5
1221; 2024-03-02;  18:45:06;5;21;1
1222; 2024-03-02;  12:30:06;6;22;2
1223; 2024-03-02;  15:00:06;7;23;3
1224; 2024-03-02;  17:30:06;8;24;4
1225; 2024-03-02;  14:15:06;9;25;5
1226; 2024-03-02;  16:45:06;10;1;1
1227; 2024-03-02;  19:00:06;11;2;2
1228; 2024-03-02;  11:00:06;12;3;3
1229; 2024-03-02;  13:30:06;13;4;4
1230; 2024-03-02;  16:15:06;14;5;5
1231; 2024-03-02;  12:00:06;15;6;1
1232; 2024-03-02;  14:30:06;16;7;2
1233; 2024-03-02;  17:00:06;1;8;3
1234; 2024-03-02;  13:15:06;2;9;4
1235; 2024-03-02;  15:45:06;3;10;5
1236; 2024-03-02;  18:30:06;4;11;1
1237; 2024-03-02;  10:30:06;5;12;2
1238; 2024-03-02;  13:00:06;6;13;3
1239; 2024-03-02;  15:45:06;7;14;4
1240; 2024-03-02;  11:00:06;8;15;5
1241; 2024-03-02;  14:00:06;9;16;1
1242; 2024-03-02;  16:30:06;10;17;2
1243; 2024-03-02;  12:15:06;11;18;3
1244; 2024-03-02;  14:45:06;12;19;4
1245; 2024-03-02;  17:00:06;13;20;5
1246; 2024-03-02;  10:45:06;14;21;1
1247; 2024-03-02;  13:30:06;15;22;2
1248; 2024-03-02;  16:15:06;16;23;3
1249; 2024-03-02;  12:00:06;1;24;4
1250; 2024-03-02;  14:30:06;2;25;5
1251; 2024-03-02;  17:00:06;3;1;1
1252; 2024-03-02;  13:15:06;4;2;2
1253; 2024-03-02;  15:45:06;5;3;3
1254; 2024-03-02;  18:30:06;6;4;4
1255; 2024-03-02;  10:30:06;7;5;5
1256; 2024-03-02;  13:00:06;8;6;1
1257; 2024-03-02;  15:45:06;9;7;2
1258; 2024-03-02;  11:00:06;10;8;3
1259; 2024-03-02;  14:00:06;11;9;4
1260; 2024-03-02;  16:30:06;12;10;5
1261; 2024-03-02;  12:15:06;13;11;1
1262; 2024-03-02;  14:45:06;14;12;2
1263; 2024-03-02;  17:00:06;15;13;3
1264; 2024-03-02;  10:45:06;16;14;4
1265; 2024-03-02;  13:30:06;1;15;5
1266; 2024-03-02;  16:15:06;2;16;1
1267; 2024-03-02;  12:00:06;3;17;2
1268; 2024-03-02;  14:30:06;4;18;3
1269; 2024-03-02;  17:00:06;5;19;4
1270; 2024-03-02;  11:15:06;6;20;5
1271; 2024-03-02;  13:45:06;7;21;1
1272; 2024-03-02;  16:30:06;8;22;2
1273; 2024-03-02;  12:15:06;9;23;3
1274; 2024-03-02;  14:45:06;10;24;4
1275; 2024-03-02;  17:00:06;11;25;5
1276; 2024-03-03;  11:00:06;12;1;1
1277; 2024-03-03;  13:30:06;13;2;2
1278; 2024-03-03;  16:15:06;14;3;3
1279; 2024-03-03;  12:00:06;15;4;4
1280; 2024-03-03;  14:30:06;16;5;5
1281; 2024-03-03;  17:00:06;1;6;1
1282; 2024-03-03;  11:15:06;2;7;2
1283; 2024-03-03;  13:45:06;3;8;3
1284; 2024-03-03;  16:30:06;4;9;4
1285; 2024-03-03;  12:15:06;5;10;5
1286; 2024-03-03;  14:45:06;6;11;1
1287; 2024-03-03;  17:00:06;7;12;2
1288; 2024-03-03;  11:00:06;8;13;3
1289; 2024-03-03;  13:30:06;9;14;4
1290; 2024-03-03;  16:15:06;10;15;5
1291; 2024-03-03;  12:00:06;11;16;1
1292; 2024-03-03;  14:30:06;12;17;2
1293; 2024-03-03;  17:00:06;13;18;3
1294; 2024-03-03;  10:45:06;14;19;4
1295; 2024-03-03;  13:30:06;15;20;5
1296; 2024-03-03;  16:15:06;16;21;1
1297; 2024-03-03;  12:00:06;1;22;2
1298; 2024-03-03;  14:30:06;2;23;3
1299; 2024-03-03;  17:00:06;3;24;4
1300; 2024-03-03;  11:15:06;4;25;5
1301; 2024-03-03;  13:45:06;5;1;1
1302; 2024-03-03;  16:30:06;6;2;2
1303; 2024-03-03;  12:15:06;7;3;3
1304; 2024-03-03;  14:45:06;8;4;4
1305; 2024-03-03;  17:00:06;9;5;5
1306; 2024-03-03;  11:00:06;10;6;1
1307; 2024-03-03;  13:30:06;11;7;2
1308; 2024-03-03;  16:15:06;12;8;3
1309; 2024-03-03;  12:00:06;13;9;4
1310; 2024-03-03;  14:30:06;14;10;5
1311; 2024-03-03;  17:00:06;15;11;1
1312; 2024-03-03;  11:15:06;16;12;2
1313; 2024-03-03;  13:45:06;1;13;3
1314; 2024-03-03;  16:30:06;2;14;4
1315; 2024-03-03;  12:15:06;3;15;5
1316; 2024-03-03;  14:45:06;4;16;1
1317; 2024-03-03;  17:00:06;5;17;2
1318; 2024-03-03;  11:00:06;6;18;3
1319; 2024-03-03;  13:30:06;7;19;4
1320; 2024-03-03;  16:15:06;8;20;5
1321; 2024-03-03;  12:00:06;9;21;1
1322; 2024-03-03;  14:30:06;10;22;2
1323; 2024-03-03;  17:00:06;11;23;3
1324; 2024-03-03;  10:45:06;12;24;4
1325; 2024-03-03;  13:30:06;13;25;5
1326; 2024-03-03;  16:15:06;14;1;1
1327; 2024-03-03;  12:00:06;15;2;2
1328; 2024-03-03;  14:30:06;16;3;3
1329; 2024-03-03;  17:00:06;1;4;4
1330; 2024-03-03;  11:15:06;2;5;5
1331; 2024-03-03;  13:45:06;3;6;1
1332; 2024-03-03;  16:30:06;4;7;2
1333; 2024-03-03;  12:15:06;5;8;3
1334; 2024-03-03;  14:45:06;6;9;4
1335; 2024-03-03;  17:00:06;7;10;5
1336; 2024-03-03;  11:00:06;8;11;1
1337; 2024-03-03;  13:30:06;9;12;2
1338; 2024-03-03;  16:15:06;10;13;3
1339; 2024-03-03;  12:00:06;11;14;4
1340; 2024-03-03;  14:30:06;12;15;5
1341; 2024-03-03;  17:00:06;13;16;1
1342; 2024-03-03;  11:15:06;14;17;2
1343; 2024-03-03;  13:45:06;15;18;3
1344; 2024-03-03;  16:30:06;16;19;4
1345; 2024-03-03;  12:15:06;1;20;5
1346; 2024-03-03;  14:45:06;2;21;1
1347; 2024-03-03;  17:00:06;3;22;2
1348; 2024-03-03;  11:00:06;4;23;3
1349; 2024-03-03;  13:30:06;5;24;4
1350; 2024-03-03;  16:15:06;6;25;5
1351; 2024-03-04;  12:00:06;7;1;1
1352; 2024-03-04;  14:30:06;8;2;2
1353; 2024-03-04;  17:00:06;9;3;3
1354; 2024-03-04;  10:45:06;10;4;4
1355; 2024-03-04;  13:30:06;11;5;5
1356; 2024-03-04;  16:15:06;12;6;1
1357; 2024-03-04;  12:00:06;13;7;2
1358; 2024-03-04;  14:30:06;14;8;3
1359; 2024-03-04;  17:00:06;15;9;4
1360; 2024-03-04;  11:15:06;16;10;5
1361; 2024-03-04;  13:45:06;1;11;1
1362; 2024-03-04;  16:30:06;2;12;2
1363; 2024-03-04;  12:15:06;3;13;3
1364; 2024-03-04;  14:45:06;4;14;4
1365; 2024-03-04;  17:00:06;5;15;5
1366; 2024-03-04;  11:00:06;6;16;1
1367; 2024-03-04;  13:30:06;7;17;2
1368; 2024-03-04;  12:00:06;8;18;3
1369; 2024-03-04;  14:30:06;9;19;4
1370; 2024-03-04;  17:00:06;10;20;5
1371; 2024-03-04;  11:15:06;11;21;1
1372; 2024-03-04;  13:45:06;12;22;2
1373; 2024-03-04;  16:30:06;13;23;3
1374; 2024-03-04;  12:15:06;14;24;4
1375; 2024-03-04;  14:45:06;15;25;5
1376; 2024-03-04;  17:00:06;16;1;1
1377; 2024-03-04;  11:00:06;1;2;2
1378; 2024-03-04;  13:30:06;2;3;3
1379; 2024-03-04;  16:15:06;3;4;4
1380; 2024-03-04;  13:30:06;4;5;5
1381; 2024-03-04;  16:15:06;5;6;1
1382; 2024-03-04;  12:00:06;6;7;2
1383; 2024-03-04;  14:30:06;7;8;3
1384; 2024-03-04;  16:45:06;8;9;4
1385; 2024-03-04;  10:00:06;9;10;5
1386; 2024-03-04;  11:45:06;10;11;1
1387; 2024-03-04;  16:15:06;11;12;2
1388; 2024-03-04;  12:00:06;12;13;3
1389; 2024-03-04;  14:30:06;13;14;4
1390; 2024-03-04;  17:00:06;14;15;5
1391; 2024-03-04;  11:15:06;15;16;1
1392; 2024-03-04;  13:45:06;16;17;2
1393; 2024-03-04;  16:30:06;1;18;3
1394; 2024-03-04;  12:15:06;2;19;4
1395; 2024-03-04;  14:45:06;3;20;5
1396; 2024-03-04;  17:00:06;4;21;1
1397; 2024-03-04;  11:00:06;5;22;2
1398; 2024-03-04;  13:30:06;6;23;3
1399; 2024-03-04;  16:15:06;7;24;4
1400; 2024-03-04;  12:00:06;8;25;5
1401; 2024-03-04;  13:00:07;9;1;1
1402; 2024-03-04;  15:30:07;10;2;2
1403; 2024-03-04;  18:00:07;11;3;3
1404; 2024-03-04;  13:30:07;12;4;4
1405; 2024-03-04;  16:00:07;13;5;5
1406; 2024-03-04;  19:00:07;14;6;1
1407; 2024-03-04;  14:00:07;15;7;2
1408; 2024-03-04;  17:30:07;16;8;3
1409; 2024-03-04;  20:00:07;1;9;4
1410; 2024-03-04;  12:45:07;2;10;5
1411; 2024-03-04;  15:15:07;3;11;1
1412; 2024-03-04;  17:45:07;4;12;2
1413; 2024-03-04;  11:30:07;5;13;3
1414; 2024-03-04;  14:00:07;6;14;4
1415; 2024-03-04;  16:30:07;7;15;5
1416; 2024-03-04;  10:00:07;8;16;1
1417; 2024-03-04;  12:15:07;9;17;2
1418; 2024-03-04;  15:00:07;10;18;3
1419; 2024-03-04;  13:45:07;11;19;4
1420; 2024-03-04;  16:00:07;12;20;5
1421; 2024-03-04;  18:45:07;13;21;1
1422; 2024-03-04;  12:30:07;14;22;2
1423; 2024-03-04;  15:00:07;15;23;3
1424; 2024-03-04;  17:30:07;16;24;4
1425; 2024-03-04;  14:15:07;1;25;5
1426; 2024-03-05;  16:45:07;2;1;1
1427; 2024-03-05;  19:00:07;3;2;2
1428; 2024-03-05;  11:00:07;4;3;3
1429; 2024-03-05;  13:30:07;5;4;4
1430; 2024-03-05;  16:15:07;6;5;5
1431; 2024-03-05;  12:00:07;7;6;1
1432; 2024-03-05;  14:30:07;8;7;2
1433; 2024-03-05;  17:00:07;9;8;3
1434; 2024-03-05;  13:15:07;10;9;4
1435; 2024-03-05;  15:45:07;11;10;5
1436; 2024-03-05;  18:30:07;12;11;1
1437; 2024-03-05;  10:30:07;13;12;2
1438; 2024-03-05;  13:00:07;14;13;3
1439; 2024-03-05;  15:45:07;15;14;4
1440; 2024-03-05;  11:00:07;16;15;5
1441; 2024-03-05;  14:00:07;1;16;1
1442; 2024-03-05;  16:30:07;2;17;2
1443; 2024-03-05;  12:15:07;3;18;3
1444; 2024-03-05;  14:45:07;4;19;4
1445; 2024-03-05;  17:00:07;5;20;5
1446; 2024-03-05;  10:45:07;6;21;1
1447; 2024-03-05;  13:30:07;7;22;2
1448; 2024-03-05;  16:15:07;8;23;3
1449; 2024-03-05;  12:00:07;9;24;4
1450; 2024-03-05;  14:30:07;10;25;5
1451; 2024-03-05;  17:00:07;11;1;1
1452; 2024-03-05;  13:15:07;12;2;2
1453; 2024-03-05;  15:45:07;13;3;3
1454; 2024-03-05;  18:30:07;14;4;4
1455; 2024-03-05;  10:30:07;15;5;5
1456; 2024-03-05;  13:00:07;16;6;1
1457; 2024-03-05;  15:45:07;1;7;2
1458; 2024-03-05;  11:00:07;2;8;3
1459; 2024-03-05;  14:00:07;3;9;4
1460; 2024-03-05;  16:30:07;4;10;5
1461; 2024-03-05;  12:15:07;5;11;1
1462; 2024-03-05;  14:45:07;6;12;2
1463; 2024-03-05;  17:00:07;7;13;3
1464; 2024-03-05;  10:45:07;8;14;4
1465; 2024-03-05;  13:30:07;9;15;5
1466; 2024-03-05;  16:15:07;10;16;1
1467; 2024-03-05;  12:00:07;11;17;2
1468; 2024-03-05;  14:30:07;12;18;3
1469; 2024-03-05;  17:00:07;13;19;4
1470; 2024-03-05;  11:15:07;14;20;5
1471; 2024-03-05;  13:45:07;15;21;1
1472; 2024-03-05;  16:30:07;16;22;2
1473; 2024-03-05;  12:15:07;1;23;3
1474; 2024-03-05;  14:45:07;2;24;4
1475; 2024-03-05;  17:00:07;3;25;5
1476; 2024-03-05;  11:00:07;4;1;1
1477; 2024-03-05;  13:30:07;5;2;2
1478; 2024-03-05;  16:15:07;6;3;3
1479; 2024-03-05;  12:00:07;7;4;4
1480; 2024-03-05;  14:30:07;8;5;5
1481; 2024-03-05;  17:00:07;9;6;1
1482; 2024-03-05;  11:15:07;10;7;2
1483; 2024-03-05;  13:45:07;11;8;3
1484; 2024-03-05;  16:30:07;12;9;4
1485; 2024-03-05;  12:15:07;13;10;5
1486; 2024-03-05;  14:45:07;14;11;1
1487; 2024-03-05;  17:00:07;15;12;2
1488; 2024-03-05;  11:00:07;16;13;3
1489; 2024-03-05;  13:30:07;1;14;4
1490; 2024-03-05;  16:15:07;2;15;5
1491; 2024-03-05;  12:00:07;3;16;1
1492; 2024-03-05;  14:30:07;4;17;2
1493; 2024-03-05;  17:00:07;5;18;3
1494; 2024-03-05;  10:45:07;6;19;4
1495; 2024-03-05;  13:30:07;7;20;5
1496; 2024-03-05;  16:15:07;8;21;1
1497; 2024-03-05;  12:00:07;9;22;2
1498; 2024-03-05;  14:30:07;10;23;3
1499; 2024-03-05;  17:00:07;11;24;4
1500; 2024-03-05;  11:15:07;12;25;5
